state,declaration_date,incident_type,datetime
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
NY,2001-09-11,Fire,2001-09-11
TN,2001-11-14,Fire,2001-11-14
VA,2001-11-20,Fire,2001-11-20
VA,2001-11-20,Fire,2001-11-20
VA,2001-11-20,Fire,2001-11-20
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
AR,2002-01-24,Severe Storm,2002-01-24
CA,2002-02-11,Fire,2002-02-11
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
MO,2002-05-06,Severe Storm,2002-05-06
CA,2002-05-14,Fire,2002-05-14
CO,2002-06-03,Fire,2002-06-03
CO,2002-06-03,Fire,2002-06-03
CA,2002-06-06,Fire,2002-06-06
CA,2002-06-06,Fire,2002-06-06
CA,2002-06-06,Fire,2002-06-06
CO,2002-06-10,Fire,2002-06-10
CA,2002-06-17,Fire,2002-06-17
AZ,2002-06-19,Fire,2002-06-19
AZ,2002-06-25,Fire,2002-06-25
AZ,2002-06-25,Fire,2002-06-25
AZ,2002-06-25,Fire,2002-06-25
AZ,2002-06-25,Fire,2002-06-25
AZ,2002-06-25,Fire,2002-06-25
OR,2002-07-26,Fire,2002-07-26
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-19,Fire,2002-09-19
CA,2002-09-25,Fire,2002-09-25
CA,2002-09-25,Fire,2002-09-25
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
OH,2002-11-18,Severe Storm,2002-11-18
CA,2003-01-07,Fire,2003-01-07
CA,2003-01-07,Fire,2003-01-07
CA,2003-01-07,Fire,2003-01-07
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
TX,2003-02-01,Other,2003-02-01
